Voucher Type;Voucher No;Voucher Date;Account;Posting 1;Posting 2;Posting 3;Posting 4;Posting 5;Period Start;No of Periods;Subledger No;Invoice Date;Invoice No;OCR;Due Date;Text;TaxRule;Amount
AR;102284000;20250901;3740;550;;;;;;;;;;;;;;-0.23
AR;102284000;20250801;3740;550;;;;;;;;;;;;;;-0.2
AR;102284000;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284000;20250801;3242;550;;KST;10750;;;;;;;;;;;-22.87
AR;102284000;20250901;3011;61110;;25002;10501;;;;;;;;;;;-14333.12
AR;102284000;20250801;3011;61110;;25002;10501;;;;;;;;;;;-6688.79
AR;102284000;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284000;20250801;2420;550;;KST;10162;;;;;;;;;;;-7
AR;102284000;20250901;3694;61110;;25002;10587;;;;;;;;;;2;-1138.65
AR;102284000;20250801;3694;61110;;25002;10587;;;;;;;;;;2;-681.14
AR;102284000;20250901;2970;;;;;;;;;;;;;;;22936
AR;102284001;20250901;3740;550;;;;;;;;;;;;;;0.1
AR;102284001;20250801;3740;550;;;;;;;;;;;;;;-0.88
AR;102284001;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284001;20250801;3242;550;;KST;10750;;;;;;;;;;;-24.5
AR;102284001;20250901;3011;61120;;06402;10502;;;;;;;;;;;-9109.64
AR;102284001;20250801;3011;61120;;06402;10502;;;;;;;;;;;-4554.82
AR;102284001;20250901;3015;61120;;06403;10520;;;;;;;;;;;-689.21
AR;102284001;20250801;3015;61120;;06403;10520;;;;;;;;;;;-344.61
AR;102284001;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284001;20250801;2420;550;;KST;10162;;;;;;;;;;;-7.5
AR;102284001;20250901;3694;61120;;06402;10587;;;;;;;;;;2;-134.63
AR;102284001;20250801;3694;61120;;06402;10587;;;;;;;;;;2;-109.38
AR;102284001;20250901;3011;61120;;06402;10760;;;;;;;;;;;-194.5
AR;102284001;20250801;3011;61120;;06402;10760;;;;;;;;;;;-97.25
AR;102284001;20250901;3011;61120;;06402;10760;;;;;;;;;;;-197.82
AR;102284001;20250801;3011;61120;;06402;10760;;;;;;;;;;;-98.91
AR;102284001;20250901;3011;61120;;06402;10760;;;;;;;;;;;-150.3
AR;102284001;20250801;3011;61120;;06402;10760;;;;;;;;;;;-75.15
AR;102284001;20250901;2970;;;;;;;;;;;;;;;15853
AR;102284002;20250901;3740;550;;;;;;;;;;;;;;-0.42
AR;102284002;20250801;3740;550;;;;;;;;;;;;;;-0.3
AR;102284002;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284002;20250801;3242;550;;KST;10750;;;;;;;;;;;-31.03
AR;102284002;20250901;3011;61120;;06602;10502;;;;;;;;;;;-6936.58
AR;102284002;20250801;3011;61120;;06602;10502;;;;;;;;;;;-4393.17
AR;102284002;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284002;20250801;2420;550;;KST;10162;;;;;;;;;;;-9.5
AR;102284002;20250901;2970;;;;;;;;;;;;;;;11435
AR;102284003;20250901;3740;550;;;;;;;;;;;;;;-0.14
AR;102284003;20250801;3740;550;;;;;;;;;;;;;;0.28
AR;102284003;20250901;3011;61120;;04601;10502;;;;;;;;;;;-4660.36
AR;102284003;20250801;3011;61120;;04601;10502;;;;;;;;;;;-4038.98
AR;102284003;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284003;20250801;2420;550;;KST;10162;;;;;;;;;;;-13
AR;102284003;20250901;2423;550;;KST;10162;;;;;;;;;;;-1.5
AR;102284003;20250801;2423;550;;KST;10162;;;;;;;;;;;-1.3
AR;102284003;20250901;2970;;;;;;;;;;;;;;;8730
AR;102284004;20250801;3740;550;;;;;;;;;;;;;;1.06
AR;102284004;20250801;3740;550;;;;;;;;;;;;;;0.16
AR;102284004;20250801;3740;550;;;;;;;;;;;;;;-0.18
AR;102284004;20250801;3099;61150;;22501;;;;;;;;;;;;1351.74
AR;102284004;20250901;3099;61150;;22501;;;;;;;;;;;;4505.8
AR;102284004;20250801;3099;61150;;22501;;;;;;;;;;;;1857.7
AR;102284004;20250901;4721;61110;;19301;;;;;;;;;;;;5522
AR;102284004;20250901;3010;61150;;066012;;;;;;;;;;;;-3069.29
AR;102284004;20250901;3010;61150;;066012;;;;;;;;;;;;-3069.29
AR;102284004;20250801;3010;61150;;22501;;;;;;;;;;;;-2245.4
AR;102284004;20250901;3010;61150;;22501;;;;;;;;;;;;-4490.8
AR;102284004;20250801;3015;61130;;05401;10510;;;;;;;;;;;-287.17
AR;102284004;20250901;3740;550;;;;;;;;;;;;;;-0.22
AR;102284004;20250801;3099;61150;;066012;;;;;;;;;;;;616.86
AR;102284004;20250901;3099;61150;;22501;;;;;;;;;;;;9288.49
AR;102284004;20250801;3010;61150;;066012;;;;;;;;;;;;-1534.64
AR;102284004;20250801;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284004;20250801;2420;550;;KST;10162;;;;;;;;;;;-7.5
AR;102284004;20250801;3086;61110;;19301;10611;;;;;;;;;;;5241.17
AR;102284004;20250901;3740;550;;;;;;;;;;;;;;0.23
AR;102284004;20250801;3011;61110;;19301;10502;;;;;;;;;;;-8637.58
AR;102284004;20250901;3010;61150;;22501;;;;;;;;;;;;-13749.29
AR;102284004;20250901;3010;61150;;22501;;;;;;;;;;;;-9258.49
AR;102284004;20250901;3015;61110;;19301;10510;;;;;;;;;;;-402.04
AR;102284004;20250801;3015;61140;;12501;10510;;;;;;;;;;;-287.17
AR;102284004;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284004;20250901;2420;550;;KST;10162;;;;;;;;;;;-45
AR;102284004;20250901;3694;61150;;066012;10587;;;;;;;;;;2;-395.93
AR;102284004;20250901;3011;61110;;19301;10760;;;;;;;;;;;-194.5
AR;102284004;20250901;3014;61120;;10005;10510;;;;;;;;;;2;-215.38
AR;102284004;20250901;2420;550;;KST;10162;;;;;;;;;;;-75
AR;102284004;20250801;3740;550;;;;;;;;;;;;;;-0.05
AR;102284004;20250901;3099;61150;;066012;;;;;;;;;;;;3084.29
AR;102284004;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284004;20250901;3011;61110;;19301;10502;;;;;;;;;;;-8637.58
AR;102284004;20250801;3010;61150;;22501;;;;;;;;;;;;-4629.24
AR;102284004;20250801;3015;61110;;19301;10510;;;;;;;;;;;-402.04
AR;102284004;20250801;3015;61140;;03301;10510;;;;;;;;;;;-287.17
AR;102284004;20250801;3015;61150;;24401;10510;;;;;;;;;;;-287.17
AR;102284004;20250801;3014;61120;;10005;10510;;;;;;;;;;2;-215.38
AR;102284004;20250801;2420;550;;KST;10162;;;;;;;;;;;-22.5
AR;102284004;20250801;3011;61110;;19301;10760;;;;;;;;;;;-194.5
AR;102284004;20250801;2970;;;;;;;;;;;;;;;31250
AR;102284005;20250804;3740;550;;;;;;;;;;;;;;0.77
AR;102284005;20250901;3740;550;;;;;;;;;;;;;;-0.49
AR;102284005;20250804;3015;61140;;14501;10520;;;;;;;;;;;-620.29
AR;102284005;20250804;3015;61110;;01901;10510;;;;;;;;;;;-568.6
AR;102284005;20250804;3015;61120;;06602;10510;;;;;;;;;;;-155.07
AR;102284005;20250804;3015;61130;;05401;10510;;;;;;;;;;;-258.45
AR;102284005;20250804;3014;61110;;00901;10510;;;;;;;;;;2;-452.3
AR;102284005;20250901;3014;61110;;00901;10510;;;;;;;;;;2;-502.55
AR;102284005;20250804;3014;61130;;05501;10510;;;;;;;;;;2;-323.06
AR;102284005;20250901;3014;61130;;05501;10510;;;;;;;;;;2;-358.96
AR;102284005;20250804;2970;;;;;;;;;;;;;;;3239
AR;102284006;20250805;3740;550;;;;;;;;;;;;;;-0.36
AR;102284006;20250805;3740;550;;;;;;;;;;;;;;0.42
AR;102284006;20250901;3740;550;;;;;;;;;;;;;;-0.03
AR;102284006;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284006;20250805;2425;550;;KST;;;;;;;;;;;;-58.93
AR;102284006;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284006;20250805;3011;61130;;24103;10501;;;;;;;;;;;-6128.71
AR;102284006;20250901;3011;61130;;24103;10501;;;;;;;;;;;-7071.59
AR;102284006;20250805;3015;61130;;05501;10510;;;;;;;;;;;-348.43
AR;102284006;20250805;3015;61140;;11705;10510;;;;;;;;;;;-149.33
AR;102284006;20250805;3014;61140;;11705;10510;;;;;;;;;;2;-186.66
AR;102284006;20250901;3014;61140;;11705;10510;;;;;;;;;;2;-215.38
AR;102284006;20250805;2420;550;;KST;10162;;;;;;;;;;;-13
AR;102284006;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284006;20250805;2970;;;;;;;;;;;;;;;14304
AR;102284007;20250806;3740;550;;;;;;;;;;;;;;-0.41
AR;102284007;20250901;3740;550;;;;;;;;;;;;;;0.1
AR;102284007;20250806;3014;61130;;02401;10520;;;;;;;;;;2;-837.59
AR;102284007;20250901;3014;61130;;02401;10520;;;;;;;;;;2;-1005.1
AR;102284007;20250806;2970;;;;;;;;;;;;;;;1843
AR;102284008;20250807;3740;550;;;;;;;;;;;;;;0.34
AR;102284008;20250901;3740;550;;;;;;;;;;;;;;-0.27
AR;102284008;20250807;3015;61150;;22501;10520;;;;;;;;;;;-643.26
AR;102284008;20250807;3014;61130;;22101;10510;;;;;;;;;;2;-631.78
AR;102284008;20250901;3014;61130;;22101;10510;;;;;;;;;;2;-789.73
AR;102284008;20250807;3014;61140;;13001;10510;;;;;;;;;;2;-172.3
AR;102284008;20250807;2970;;;;;;;;;;;;;;;2237
AR;102284009;20250808;3740;550;;;;;;;;;;;;;;0.85
AR;102284009;20250901;3740;550;;;;;;;;;;;;;;-0.28
AR;102284009;20250808;3015;61110;;15501;10520;;;;;;;;;;;-528.4
AR;102284009;20250808;3015;61150;;21501;10510;;;;;;;;;;;-220.16
AR;102284009;20250901;3015;61150;;21501;10510;;;;;;;;;;;-287.17
AR;102284009;20250808;3014;61130;;00501;10510;;;;;;;;;;2;-385.29
AR;102284009;20250901;3014;61130;;00501;10510;;;;;;;;;;2;-502.55
AR;102284009;20250808;2970;;;;;;;;;;;;;;;1923
AR;102284010;20250811;3740;550;;;;;;;;;;;;;;0.37
AR;102284010;20250811;3740;550;;;;;;;;;;;;;;0.19
AR;102284010;20250901;3740;550;;;;;;;;;;;;;;-0.75
AR;102284010;20250901;3011;61130;;01401;10606;;;;;;;;;;;2822.51
AR;102284010;20250901;3011;61130;;01401;10501;;;;;;;;;;;-8554.45
AR;102284010;20250811;3014;61140;;02801;10520;;;;;;;;;;2;-670.06
AR;102284010;20250901;3014;61140;;02801;10520;;;;;;;;;;2;-1005.1
AR;102284010;20250811;3014;61150;;22501;10520;;;;;;;;;;2;-670.06
AR;102284010;20250901;3014;61150;;22501;10520;;;;;;;;;;2;-1005.1
AR;102284010;20250811;3015;61110;;19301;10510;;;;;;;;;;;-268.03
AR;102284010;20250811;3014;61130;;00501;10510;;;;;;;;;;2;-335.04
AR;102284010;20250901;3014;61130;;00501;10510;;;;;;;;;;2;-502.55
AR;102284010;20250811;3019;61130;;01401;10500;;;;;;;;;;;-58.37
AR;102284010;20250901;3019;61130;;01401;10500;;;;;;;;;;;-87.56
AR;102284010;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284010;20250901;3011;61130;;01401;10760;;;;;;;;;;;-194.5
AR;102284010;20250901;2423;550;;KST;10162;;;;;;;;;;;-3.5
AR;102284010;20250811;2970;;;;;;;;;;;;;;;10547
AR;102284011;20250812;3740;550;;;;;;;;;;;;;;-0.38
AR;102284011;20250812;3015;61110;;01001;10510;;;;;;;;;;;-254.62
AR;102284011;20250812;2970;;;;;;;;;;;;;;;255
AR;102284012;20250813;3740;550;;;;;;;;;;;;;;-0.1
AR;102284012;20250901;3740;550;;;;;;;;;;;;;;-0.49
AR;102284012;20250813;2425;550;;KST;;;;;;;;;;;;-40.8
AR;102284012;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284012;20250813;3010;61150;;24401;;;;;;;;;;;;-3173.1
AR;102284012;20250901;3010;61150;;24401;;;;;;;;;;;;-5288.51
AR;102284012;20250813;2420;550;;KST;10162;;;;;;;;;;;-9
AR;102284012;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284012;20250813;2970;;;;;;;;;;;;;;;8595
AR;102284013;20250814;3740;550;;;;;;;;;;;;;;-0.18
AR;102284013;20250901;3740;550;;;;;;;;;;;;;;0.04
AR;102284013;20250814;3015;61110;;01901;10510;;;;;;;;;;;-227.82
AR;102284013;20250901;3015;61110;;01901;10510;;;;;;;;;;;-402.04
AR;102284013;20250814;2970;;;;;;;;;;;;;;;630
AR;102284014;20250815;3740;550;;;;;;;;;;;;;;0.66
AR;102284014;20250815;3740;550;;;;;;;;;;;;;;-0.46
AR;102284014;20250815;3740;550;;;;;;;;;;;;;;-0.39
AR;102284014;20250901;3242;550;;KST;10750;;;;;;;;;;;-539
AR;102284014;20250815;2425;550;;KST;;;;;;;;;;;;-36.27
AR;102284014;20250815;3010;61150;;066012;;;;;;;;;;;;-2281.27
AR;102284014;20250815;3010;61150;;23001;;;;;;;;;;;;-2711.27
AR;102284014;20250815;3010;61150;;24401;;;;;;;;;;;;-7932.21
AR;102284014;20250815;3010;61150;;24401;;;;;;;;;;;;-3234.61
AR;102284014;20250901;3010;61150;;24401;;;;;;;;;;;;-40596.11
AR;102284014;20250901;3011;61120;;06501;10501;;;;;;;;;;;-5428.22
AR;102284014;20250815;2420;550;;KST;10162;;;;;;;;;;;-8
AR;102284014;20250815;3740;550;;;;;;;;;;;;;;0.09
AR;102284014;20250815;2425;550;;KST;;;;;;;;;;;;-145.08
AR;102284014;20250815;2425;550;;KST;;;;;;;;;;;;-36.27
AR;102284014;20250901;2425;550;;KST;;;;;;;;;;;;-884
AR;102284014;20250901;3010;61150;;066012;;;;;;;;;;;;-4277.38
AR;102284014;20250815;3010;61150;;22501;;;;;;;;;;;;-3593.11
AR;102284014;20250901;3010;61150;;23002;;;;;;;;;;;;-5083.63
AR;102284014;20250815;3015;61140;;14501;10520;;;;;;;;;;;-367.58
AR;102284014;20250815;2420;550;;KST;10162;;;;;;;;;;;-32
AR;102284014;20250901;2420;550;;KST;10162;;;;;;;;;;;-195
AR;102284014;20250901;3011;61120;;06501;10760;;;;;;;;;;;-166.87
AR;102284014;20250829;3740;550;;;;;;;;;;;;;;-0.23
AR;102284014;20250901;3740;550;;;;;;;;;;;;;;1.23
AR;102284014;20250901;3010;61150;;22501;;;;;;;;;;;;-6737.08
AR;102284014;20250901;3010;61150;;23001;;;;;;;;;;;;-5083.63
AR;102284014;20250815;3010;61150;;23002;;;;;;;;;;;;-2711.27
AR;102284014;20250815;3010;61150;;24401;;;;;;;;;;;;-5229.8
AR;102284014;20250815;3010;61150;;24401;;;;;;;;;;;;-5254.63
AR;102284014;20250815;3011;61120;;06501;10501;;;;;;;;;;;-2895.05
AR;102284014;20250815;3019;61120;;04801;10500;;;;;;;;;;;-156.15
AR;102284014;20250901;3019;61120;;04801;10500;;;;;;;;;;;-292.78
AR;102284014;20250829;2420;550;;KST;10162;;;;;;;;;;;-1
AR;102284014;20250815;2420;550;;KST;10162;;;;;;;;;;;-8
AR;102284014;20250815;3740;550;;;;;;;;;;;;;;-0.44
AR;102284014;20250815;2425;550;;KST;;;;;;;;;;;;-108.81
AR;102284014;20250815;2425;550;;KST;;;;;;;;;;;;-145.08
AR;102284014;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284014;20250829;3010;61150;;24401;;;;;;;;;;;;-331.24
AR;102284014;20250901;3015;61140;;14501;10520;;;;;;;;;;;-689.21
AR;102284014;20250815;2420;550;;KST;10162;;;;;;;;;;;-24
AR;102284014;20250815;2420;550;;KST;10162;;;;;;;;;;;-32
AR;102284014;20250815;3011;61120;;06501;10760;;;;;;;;;;;-89
AR;102284014;20250815;2970;;;;;;;;;;;;;;;107340.68
AR;102284015;20250818;3740;550;;;;;;;;;;;;;;-0.13
AR;102284015;20250901;3740;550;;;;;;;;;;;;;;0.47
AR;102284015;20250818;3015;61120;;10011;10510;;;;;;;;;;;-74.66
AR;102284015;20250901;3015;61120;;10011;10510;;;;;;;;;;;-172.3
AR;102284015;20250818;3015;61120;;19001;10510;;;;;;;;;;;-174.22
AR;102284015;20250901;3015;61120;;19001;10510;;;;;;;;;;;-402.04
AR;102284015;20250818;3015;61130;;05401;10510;;;;;;;;;;;-124.44
AR;102284015;20250901;3015;61130;;05401;10510;;;;;;;;;;;-287.17
AR;102284015;20250818;3014;61140;;22901;10510;;;;;;;;;;2;-155.55
AR;102284015;20250901;3014;61140;;22901;10510;;;;;;;;;;2;-358.96
AR;102284015;20250818;2970;;;;;;;;;;;;;;;1749
AR;102284016;20250819;3740;550;;;;;;;;;;;;;;0.15
AR;102284016;20250819;3740;550;;;;;;;;;;;;;;0.44
AR;102284016;20250901;3740;550;;;;;;;;;;;;;;0.11
AR;102284016;20250819;3011;61120;;06403;10501;;;;;;;;;;;167.29
AR;102284016;20250819;2425;550;;KST;;;;;;;;;;;;-31.6
AR;102284016;20250819;2425;550;;KST;;;;;;;;;;;;-31.6
AR;102284016;20250901;2425;550;;KST;;;;;;;;;;;;-79
AR;102284016;20250819;3011;61120;;06403;10501;;;;;;;;;;;-2490.84
AR;102284016;20250819;3011;61120;;06403;10501;;;;;;;;;;;-2490.84
AR;102284016;20250901;3011;61120;;06403;10501;;;;;;;;;;;-6227.11
AR;102284016;20250819;2420;550;;KST;10162;;;;;;;;;;;-6
AR;102284016;20250819;2420;550;;KST;10162;;;;;;;;;;;-6
AR;102284016;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284016;20250819;2970;;;;;;;;;;;;;;;11210
AR;102284017;20250821;3740;550;;;;;;;;;;;;;;0.04
AR;102284017;20250901;3740;550;;;;;;;;;;;;;;0.1
AR;102284017;20250821;3740;550;;;;;;;;;;;;;;-0.84
AR;102284017;20250901;3740;550;;;;;;;;;;;;;;0.51
AR;102284017;20250821;3014;61130;;02401;10520;;;;;;;;;;2;-335.04
AR;102284017;20250901;3014;61130;;02401;10520;;;;;;;;;;2;-1005.1
AR;102284017;20250821;3015;61150;;24401;10510;;;;;;;;;;;-95.72
AR;102284017;20250901;3015;61150;;24401;10510;;;;;;;;;;;-287.17
AR;102284017;20250821;3014;61120;;10003;10510;;;;;;;;;;2;-71.79
AR;102284017;20250901;3014;61120;;10003;10510;;;;;;;;;;2;-215.38
AR;102284017;20250821;3014;61140;;22901;10510;;;;;;;;;;2;-119.65
AR;102284017;20250901;3014;61140;;22901;10510;;;;;;;;;;2;-358.96
AR;102284017;20250821;2970;;;;;;;;;;;;;;;2489
AR;102284018;20250822;3740;550;;;;;;;;;;;;;;-0.11
AR;102284018;20250901;3740;550;;;;;;;;;;;;;;0.3
AR;102284018;20250822;3740;550;;;;;;;;;;;;;;-0.24
AR;102284018;20250901;3740;550;;;;;;;;;;;;;;0.21
AR;102284018;20250822;3740;550;;;;;;;;;;;;;;-0.63
AR;102284018;20250901;3740;550;;;;;;;;;;;;;;-0.07
AR;102284018;20250822;2425;550;;KST;;;;;;;;;;;;-20.4
AR;102284018;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284018;20250822;3010;61150;;24401;;;;;;;;;;;;-1431.99
AR;102284018;20250901;3010;61150;;24401;;;;;;;;;;;;-4773.3
AR;102284018;20250822;3015;61140;;14601;10520;;;;;;;;;;;-206.76
AR;102284018;20250901;3015;61140;;14601;10520;;;;;;;;;;;-689.21
AR;102284018;20250822;3014;61110;;25100;10510;;;;;;;;;;2;-150.76
AR;102284018;20250901;3014;61110;;25100;10510;;;;;;;;;;2;-502.55
AR;102284018;20250822;3014;61120;;06505;10510;;;;;;;;;;2;-64.61
AR;102284018;20250901;3014;61120;;06505;10510;;;;;;;;;;2;-215.38
AR;102284018;20250822;2420;550;;KST;10162;;;;;;;;;;;-4.5
AR;102284018;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284018;20250822;2970;;;;;;;;;;;;;;;8143
AR;102284019;20250825;3740;550;;;;;;;;;;;;;;-0.18
AR;102284019;20250901;3740;550;;;;;;;;;;;;;;0.12
AR;102284019;20250825;3740;550;;;;;;;;;;;;;;0.15
AR;102284019;20250901;3740;550;;;;;;;;;;;;;;-0.25
AR;102284019;20250825;2425;550;;KST;;;;;;;;;;;;-13.6
AR;102284019;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284019;20250825;3010;61150;;22501;;;;;;;;;;;;-1431.22
AR;102284019;20250901;3010;61150;;22501;;;;;;;;;;;;-7156.12
AR;102284019;20250825;3019;61130;;07802;10500;;;;;;;;;;;-126.15
AR;102284019;20250901;3019;61130;;07802;10500;;;;;;;;;;;-630.75
AR;102284019;20250825;2420;550;;KST;10162;;;;;;;;;;;-3
AR;102284019;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284019;20250825;2970;;;;;;;;;;;;;;;9444
AR;102284020;20250826;3740;550;;;;;;;;;;;;;;0.04
AR;102284020;20250901;3740;550;;;;;;;;;;;;;;0.24
AR;102284020;20250826;2425;550;;KST;;;;;;;;;;;;-11.33
AR;102284020;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284020;20250826;3010;61150;;24401;;;;;;;;;;;;-806.21
AR;102284020;20250901;3010;61150;;24401;;;;;;;;;;;;-4837.24
AR;102284020;20250826;2420;550;;KST;10162;;;;;;;;;;;-2.5
AR;102284020;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284020;20250826;2970;;;;;;;;;;;;;;;5740
AR;102284021;20250827;3740;550;;;;;;;;;;;;;;0.29
AR;102284021;20250901;3740;550;;;;;;;;;;;;;;0.17
AR;102284021;20250827;3740;550;;;;;;;;;;;;;;0.1
AR;102284021;20250901;3740;550;;;;;;;;;;;;;;-0.22
AR;102284021;20250827;3740;550;;;;;;;;;;;;;;0.33
AR;102284021;20250901;3740;550;;;;;;;;;;;;;;0.06
AR;102284021;20250827;2883;61110;;25001;;;;;;;;;;;;-940.1
AR;102284021;20250901;2883;61110;;25001;;;;;;;;;;;;-7050.78
AR;102284021;20250827;3015;61130;;02401;10520;;;;;;;;;;;-107.21
AR;102284021;20250901;3015;61130;;02401;10520;;;;;;;;;;;-804.08
AR;102284021;20250827;3014;61120;;06501;10520;;;;;;;;;;2;-114.86
AR;102284021;20250901;3014;61120;;06501;10520;;;;;;;;;;2;-861.51
AR;102284021;20250827;3015;61130;;05401;10510;;;;;;;;;;;-38.29
AR;102284021;20250901;3015;61130;;05401;10510;;;;;;;;;;;-287.17
AR;102284021;20250827;3015;61140;;11705;10510;;;;;;;;;;;-22.97
AR;102284021;20250901;3015;61140;;11705;10510;;;;;;;;;;;-172.3
AR;102284021;20250827;3015;61140;;13001;10510;;;;;;;;;;;-38.29
AR;102284021;20250901;3015;61140;;13001;10510;;;;;;;;;;;-287.17
AR;102284021;20250827;3015;61140;;11705;10760;;;;;;;;;;;-160
AR;102284021;20250901;3015;61140;;11705;10760;;;;;;;;;;;-1200
AR;102284021;20250827;2970;;;;;;;;;;;;;;;12084
AR;102284022;20250828;3740;550;;;;;;;;;;;;;;0.1
AR;102284022;20250901;3740;550;;;;;;;;;;;;;;0
AR;102284022;20250828;3015;61110;;01201;10510;;;;;;;;;;;-40.2
AR;102284022;20250901;3015;61110;;01201;10510;;;;;;;;;;;-402.04
AR;102284022;20250828;3014;61130;;05701;10510;;;;;;;;;;2;-35.9
AR;102284022;20250901;3014;61130;;05701;10510;;;;;;;;;;2;-358.96
AR;102284022;20250828;2970;;;;;;;;;;;;;;;837
AR;102284023;20250815;3740;550;;;;;;;;;;;;;;0.21
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;0.35
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;0.27
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.04
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;0.38
AR;102284023;20250901;3242;550;;KST;10750;;;;;;;;;;;-49
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-7.47
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-7.47
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-112
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284023;20250901;3010;61150;;24401;;;;;;;;;;;;-4968.64
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.44
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.23
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;-0.36
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;0.05
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284023;20250815;3010;61150;;24401;;;;;;;;;;;;-2649.94
AR;102284023;20250829;3011;61110;;25002;10501;;;;;;;;;;;-951.88
AR;102284023;20250829;3011;61140;;25201;10501;;;;;;;;;;;-844.4
AR;102284023;20250901;3011;61140;;25201;10501;;;;;;;;;;;-12666.05
AR;102284023;20250901;3019;61140;;03401;10500;;;;;;;;;;;-495.53
AR;102284023;20250829;2420;550;;KST;10162;;;;;;;;;;;-1
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.49
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;-0.37
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;0.22
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.47
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;0
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284023;20250829;3011;61110;;14101;10501;;;;;;;;;;;-400.07
AR;102284023;20250901;3011;61110;;14101;10501;;;;;;;;;;;-6001
AR;102284023;20250901;3011;61110;;25002;10501;;;;;;;;;;;-14278.22
AR;102284023;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284023;20250829;2420;550;;KST;10162;;;;;;;;;;;-1
AR;102284023;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284023;20250829;2423;550;;KST;10162;;;;;;;;;;;-0.1
AR;102284023;20250901;2423;550;;KST;10162;;;;;;;;;;;-1.5
AR;102284023;20250829;3740;550;;;;;;;;;;;;;;-0.25
AR;102284023;20250901;3740;550;;;;;;;;;;;;;;0.3
AR;102284023;20250815;2425;550;;KST;;;;;;;;;;;;-36.27
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-112
AR;102284023;20250829;2425;550;;KST;;;;;;;;;;;;-6.13
AR;102284023;20250901;2425;550;;KST;;;;;;;;;;;;-92
AR;102284023;20250829;3010;61150;;24401;;;;;;;;;;;;-331.24
AR;102284023;20250829;3010;61150;;24401;;;;;;;;;;;;-318.22
AR;102284023;20250829;3015;61130;;22804;10510;;;;;;;;;;;-99.56
AR;102284023;20250829;3014;61120;;10001;10510;;;;;;;;;;2;-14.36
AR;102284023;20250901;3014;61120;;10001;10510;;;;;;;;;;2;-215.38
AR;102284023;20250901;3010;61150;;24401;;;;;;;;;;;;-4773.3
AR;102284023;20250829;3011;61120;;19009;10501;;;;;;;;;;;-1031.94
AR;102284023;20250901;3011;61120;;19009;10501;;;;;;;;;;;-15479.13
